station_code,station_name,category,zone,division,state,total_passengers,total_revenue,source_url
AV,Asvali,NSG6,CR,BSL,Maharashtra,8985,361735,https://railway-stations-classification.pages.dev/
AVC,Amaravathicolony,NSG6,SWR,MYS,Karnataka,4164,155495,https://railway-stations-classification.pages.dev/
AVD,Avadi,NSG2P,SR,MAS,Tamil Nadu,12226596,93044675,https://railway-stations-classification.pages.dev/
AVK,Aravankadu,NSG6,SR,SA,Tamil Nadu,1246,204863,https://railway-stations-classification.pages.dev/
AVLI,ARAVALLI,NSG6,SCR,BZA,Andhra Pradesh,33381,410350,https://railway-stations-classification.pages.dev/
AVP,Abhanpur,NSG6,SECR,R,Chhattisgarh,0,0,https://railway-stations-classification.pages.dev/
AVS,Auvaneeswarem,NSG6,SR,MDU,Kerala,197823,6099331,https://railway-stations-classification.pages.dev/
AWB,AURANGABAD,NSG2,SCR,NED,Maharashtra,5123562,1001265230,https://railway-stations-classification.pages.dev/
AWH,Alewahi,NSG6,SECR,NGP,Maharashtra,12150,445297,https://railway-stations-classification.pages.dev/
AWL,ALAWALPUR,NSG6,NR,FZR,Punjab,3966,114472,https://railway-stations-classification.pages.dev/
AWP,AGHWANPUR,NSG6,NR,MB,Uttar Pradesh,12912,690180,https://railway-stations-classification.pages.dev/
AWPR,Awapur,NSG6,ECR,SPJ,Bihar,13383,374855,https://railway-stations-classification.pages.dev/
AWR,ALWAR,NSG3,NWR,JAIPUR,Rajasthan,3468848,467896907,https://railway-stations-classification.pages.dev/
AWT,Alwar tirunagari (FLAG),NSG6,SR,MDU,Tamil Nadu,84626,1145200,https://railway-stations-classification.pages.dev/
AWY,Aluva,NSG3,SR,TVC,Kerala,4102821,831964389,https://railway-stations-classification.pages.dev/
AXA,Amarsar,NSG6,WR,RAJKOT,Gujarat,72,5600,https://railway-stations-classification.pages.dev/
AY,AYODHYA DHAM JN,NSG3,NR,LKO,Uttar Pradesh,1560849,394473043,https://railway-stations-classification.pages.dev/
AYC,AYODHYA CANTT,NSG3,NR,LKO,Uttar Pradesh,2037474,829643340,https://railway-stations-classification.pages.dev/
AYI,Ayingudi,NSG6,SR,TPJ,Tamil Nadu,785,30050,https://railway-stations-classification.pages.dev/
AYR,Ayyalur,NSG6,SR,MDU,Tamil Nadu,6230,173490,https://railway-stations-classification.pages.dev/
AYRN,Akshaywat Rai Nagar,NSG6,ECR,SEE,Bihar,102258,2604055,https://railway-stations-classification.pages.dev/
AYU,Abhayapuri Assam,NSG6,NFR,RNY,Assam,57382,3354749,https://railway-stations-classification.pages.dev/
AYVN,New Aryankavu,NSG6,SR,MDU,Kerala,1146,47312,https://railway-stations-classification.pages.dev/
AZ,AZIMGANJ,NSG5,ER,HWH,West Bengal,1099911,72938810,https://railway-stations-classification.pages.dev/
AZA,Azara,NSG6,NFR,RNY,Assam,25685,964383,https://railway-stations-classification.pages.dev/
AZR,Azamnagar,NSG5,NFR,KIR,Bihar,223741,41025812,https://railway-stations-classification.pages.dev/
BAA,BARALA,NSG6,ER,HWH,West Bengal,36035,788805,https://railway-stations-classification.pages.dev/
BAB,Babina,NSG5,NCR,JHS,Uttar Pradesh,111554,26334598,https://railway-stations-classification.pages.dev/
BABR,BALANAGAR,NSG6,SCR,HYB,Telangana,28600,935470,https://railway-stations-classification.pages.dev/
BAD,BAAD,NSG6,NCR,AGC,Uttar Pradesh,960,22100,https://railway-stations-classification.pages.dev/
BAE,BALIAKHERI,NSG6,NR,MB,Uttar Pradesh,17909,642275,https://railway-stations-classification.pages.dev/
BAF,BAP,NSG6,,BKN,Rajasthan,7971,501330,https://railway-stations-classification.pages.dev/
BAGA,BHAGEGA,NSG6,NWR,JAIPUR,Rajasthan,37195,1418815,https://railway-stations-classification.pages.dev/
BAGJ,Barharaganj,NSG6,NER,BSB,Bihar,38857,937515,https://railway-stations-classification.pages.dev/
BAGL,Badagopal,NSG6,ECR,SEE,Bihar,67915,1750709,https://railway-stations-classification.pages.dev/
BAH,Bhabhar,NSG6,WR,AHMEDABAD,Gujarat,9442,613721,https://railway-stations-classification.pages.dev/
BAHI,Balenahalli,NSG6,SWR,MYS,Karnataka,112,5525,https://railway-stations-classification.pages.dev/
BAHL,BANIHAL,NSG5,NR,FZR,Jammu And Kashmir,807135,29788938,https://railway-stations-classification.pages.dev/
BAI,BASSI,NSG6,NWR,JAIPUR,Rajasthan,245518,3105198,https://railway-stations-classification.pages.dev/
BAK,BHANKRI,NSG6,NWR,JAIPUR,Rajasthan,76181,955825,https://railway-stations-classification.pages.dev/
BAKA,BANKA,NSG5,ER,MALDA,Bihar,286080,17054122,https://railway-stations-classification.pages.dev/
BAKL,Bakal,NSG6,SECR,NGP,Chhattisgarh,19776,705895,https://railway-stations-classification.pages.dev/
BAKT,Barahara Kothi,NSG6,ECR,SPJ,Bihar,31880,1170640,https://railway-stations-classification.pages.dev/
BAL,Budalur,NSG5,SR,TPJ,Tamil Nadu,731121,13092854,https://railway-stations-classification.pages.dev/
BALE,BALE,NSG6,CR,SUR,Maharashtra,12,505,https://railway-stations-classification.pages.dev/
BALR,Baitalpur,NSG6,NER,BSB,Uttar Pradesh,9601,165180,https://railway-stations-classification.pages.dev/
BALU,BALUGAON,NSG4,ECoR,KUR,Odisha,817133,138839465,https://railway-stations-classification.pages.dev/
BAM,BRAHMAPUR,NSG2,ECoR,KUR,Odisha,3534745,1077880166,https://railway-stations-classification.pages.dev/
BAMR,BAMUR,NSG6,ECoR,SBP,Odisha,34610,2312422,https://railway-stations-classification.pages.dev/
BAND,BANASWADI,NSG5,SWR,SBC,Karnataka,337868,93285636,https://railway-stations-classification.pages.dev/
BANE,BASNI,NSG5,NWR,JU,Rajasthan,236602,14435487,https://railway-stations-classification.pages.dev/
BANI,BANI,NSG6,NR,LKO,Uttar Pradesh,2823,115725,https://railway-stations-classification.pages.dev/
BANO,Bano,NSG5,SER,RNC,Jharkhand,121499,18159298,https://railway-stations-classification.pages.dev/
BAO,Banmor,NSG6,NCR,JHS,Madhya Pradesh,51284,1638800,https://railway-stations-classification.pages.dev/
BAP,Belapur,NSG5,CR,PUNE,Maharashtra,470299,70437552,https://railway-stations-classification.pages.dev/
BAQ,GANJ BASODA,NSG4,WCR,BPL,Madhya Pradesh,1813795,119225983,https://railway-stations-classification.pages.dev/
BAR,Bar,NSG6,NWR,AII,Rajasthan,3369,142000,https://railway-stations-classification.pages.dev/
BARD,DUVRI KALAN,NSG6,WCR,JBP,Madhya Pradesh,4193,176890,https://railway-stations-classification.pages.dev/
BARH,Barh,NSG4,ECR,DNR,Bihar,1711781,109254961,https://railway-stations-classification.pages.dev/
BARI,BARI,NSG6,NCR,AGC,Rajasthan,0,0,https://railway-stations-classification.pages.dev/
BARJ,BHARATGARH,NSG6,NR,UMB,Punjab,13619,574115,https://railway-stations-classification.pages.dev/
BARL,BARAL,NSG6,NR,MB,Uttar Pradesh,35681,1129494,https://railway-stations-classification.pages.dev/
BARS,BARSANA,NSG6,NCR,AGC,Rajasthan,0,0,https://railway-stations-classification.pages.dev/
BAT,BATALA Jn,NSG5,NR,FZR,Punjab,635941,66055110,https://railway-stations-classification.pages.dev/
BATL,Baihatola,NSG6,SECR,BSP,Madhya Pradesh,11144,353855,https://railway-stations-classification.pages.dev/
BAU,Burhanpur,NSG4,CR,BSL,Madhya Pradesh,1288854,194803119,https://railway-stations-classification.pages.dev/
BAV,BARUVA,NSG6,ECoR,KUR,Andhra Pradesh,4875,241130,https://railway-stations-classification.pages.dev/
BAW,CHIKBANAVAR,NSG5,SWR,SBC,Karnataka,781932,47434967,https://railway-stations-classification.pages.dev/
BAWA,BALWARA,NSG6,NWR,JU,Rajasthan,21490,893425,https://railway-stations-classification.pages.dev/
BAWD,Bhadwad,NSG6,WR,MUMBAI,Maharashtra,348,15875,https://railway-stations-classification.pages.dev/
BAY,BALLARI,NSG3,SWR,UBL,Karnataka,1793252,316515931,https://railway-stations-classification.pages.dev/
BAZ,BARAN,NSG5,WCR,KOTA,Rajasthan,439883,45325047,https://railway-stations-classification.pages.dev/
BBA,BABRALA,NSG5,NR,MB,Uttar Pradesh,256685,14103581,https://railway-stations-classification.pages.dev/
BBAI,Bhadbhunja,NSG6,WR,MUMBAI,Gujarat,36634,806740,https://railway-stations-classification.pages.dev/
BBC,BHACHHBAR,NSG6,NWR,JU,Rajasthan,8517,221555,https://railway-stations-classification.pages.dev/
BBD,BABLAD,NSG6,CR,SUR,Karnataka,4686,194785,https://railway-stations-classification.pages.dev/
BBDE,BABARPUR,NSG6,NR,DLI,Haryana,32851,884910,https://railway-stations-classification.pages.dev/
BBE,Baghibardiha,NSG6,ECR,DNR,Bihar,5680,743990,https://railway-stations-classification.pages.dev/
BBGN,Barua Bamungaon,NSG6,NFR,TSK,Assam,30856,3351361,https://railway-stations-classification.pages.dev/
BBI,BARABANI,NSG6,ER,ASN,West Bengal,21015,526380,https://railway-stations-classification.pages.dev/
BBK,BARABANKI,NSG3,NR,LKO,Uttar Pradesh,1074106,207433193,https://railway-stations-classification.pages.dev/
BBL,BALRAI,NSG6,NCR,PRYJ,Uttar Pradesh,46901,1692835,https://railway-stations-classification.pages.dev/
BBM,Barabhum,NSG5,SER,ADRA,West Bengal,531344,26211580,https://railway-stations-classification.pages.dev/
BBMN,BARI BRAHMANA,NSG6,NR,FZR,Jammu And Kashmir,28173,1426712,https://railway-stations-classification.pages.dev/
BBN,Barbil,NSG5,SER,CKP,Odisha,167294,29224255,https://railway-stations-classification.pages.dev/
BBO,BABUGARH,NSG6,NR,MB,Uttar Pradesh,10726,121545,https://railway-stations-classification.pages.dev/
BBS,BHUBANESWAR,NSG2,ECoR,KUR,Odisha,12243775,4933466823,https://railway-stations-classification.pages.dev/
BBSN,BHUBANESWAR NEW,NSG6,ECoR,KUR,Odisha,7587,453600,https://railway-stations-classification.pages.dev/
BBTR,Barbatpur,NSG6,CR,NGP,Madhya Pradesh,6262,249565,https://railway-stations-classification.pages.dev/
BBU,Bhabua Road,NSG4,ECR,DDU,Bihar,1030003,179291110,https://railway-stations-classification.pages.dev/
BBW,Bodarwar,NSG6,NER,BSB,Bihar,33991,989530,https://railway-stations-classification.pages.dev/
BC,Bareilly city,NSG4,NER,IZN,Uttar Pradesh,2269184,124686027,https://railway-stations-classification.pages.dev/
BCA,Bachwara Jn,NSG5,ECR,SEE,Bihar,365929,17956718,https://railway-stations-classification.pages.dev/
BCB,Bhowrah,NSG6,SER,ADRA,Jharkhand,86235,2361430,https://railway-stations-classification.pages.dev/
BCD,Bansdih Road,NSG6,NER,BSB,Uttar Pradesh,16847,533550,https://railway-stations-classification.pages.dev/
BCH,Berchha,NSG5,WR,RATLAM,Madhya Pradesh,329778,24302203,https://railway-stations-classification.pages.dev/
BCHL,BACHELI,NSG6,ECoR,WAT,Chhattisgarh,12099,4659413,https://railway-stations-classification.pages.dev/
BCHN,Bochsan Jn,NSG6,WR,VADODARA,Gujarat,0,0,https://railway-stations-classification.pages.dev/
BCJ,Bagaha Bishnupur,NSG6,ECR,DDU,Bihar,17412,549231,https://railway-stations-classification.pages.dev/
BCMR,Bechimari,NSG6,NFR,RNY,Assam,0,0,https://railway-stations-classification.pages.dev/
BCN,BACHHRAWAN,NSG5,NR,LKO,Uttar Pradesh,225640,69984127,https://railway-stations-classification.pages.dev/
BCOB,Bhachau,NSG5,WR,AHMEDABAD,Gujarat,162839,74731737,https://railway-stations-classification.pages.dev/
BCP,BICHPURI,NSG6,NCR,AGC,Uttar Pradesh,62966,2019966,https://railway-stations-classification.pages.dev/
BCQ,BARACHAK,NSG6,ER,ASN,West Bengal,71824,2063815,https://railway-stations-classification.pages.dev/
BCU,BHUCHCHU,NSG6,NR,UMB,Punjab,66047,2822834,https://railway-stations-classification.pages.dev/
BCY,Varanasi City,NSG3,NER,BSB,Uttar Pradesh,2187273,262434701,https://railway-stations-classification.pages.dev/
BD,Badnera,NSG3,CR,BSL,Maharashtra,2242420,566779471,https://railway-stations-classification.pages.dev/
BDAG,BONIDANGA,NSG6,ER,MALDA,Jharkhand,61850,1943785,https://railway-stations-classification.pages.dev/
BDB,VRINDAVAN,NSG6,NCR,AGC,Uttar Pradesh,0,0,https://railway-stations-classification.pages.dev/
BDBA,BADABANDHA,NSG6,ECoR,KUR,Odisha,98495,4087540,https://railway-stations-classification.pages.dev/
BDC,BANDEL JN,NSG2P,ER,HWH,West Bengal,10124408,322666228,https://railway-stations-classification.pages.dev/
BDCR,BHADRACHALAM ROAD,NSG4,SCR,SC,Telangana,912978,143796449,https://railway-stations-classification.pages.dev/
BDE,Bodeli,NSG6,WR,VADODARA,Gujarat,216146,2909900,https://railway-stations-classification.pages.dev/
BDGM,BUDGAM,NSG6,NR,FZR,Jammu And Kashmir,563528,9329573,https://railway-stations-classification.pages.dev/
BDH,BHEDIA,NSG6,ER,HWH,West Bengal,272428,4405091,https://railway-stations-classification.pages.dev/
BDHL,BADHAL,NSG6,NWR,JAIPUR,Rajasthan,70865,2544665,https://railway-stations-classification.pages.dev/
BDHN,BODHAN,NSG6,SCR,HYB,Telangana,52723,3471000,https://railway-stations-classification.pages.dev/
BDHY,BUDHI,NSG6,NR,FZR,Jammu And Kashmir,5976,191532,https://railway-stations-classification.pages.dev/
BDI,Bhadli,NSG6,CR,BSL,Maharashtra,2983,215487,https://railway-stations-classification.pages.dev/
BDIN,BHADAIYAN,NSG6,NR,LKO,Uttar Pradesh,1667,78562,https://railway-stations-classification.pages.dev/
BDJ,Vadakara,NSG3,SR,PGT,Kerala,4307961,308157193,https://railway-stations-classification.pages.dev/
BDKD,Bhandarkund,NSG6,SECR,NGP,Madhya Pradesh,7786,245213,https://railway-stations-classification.pages.dev/
BDKN,BANDHUAKALAN,NSG6,NR,LKO,Uttar Pradesh,5844,281620,https://railway-stations-classification.pages.dev/
BDL,VINDHYACHAL,NSG5,NCR,PRYJ,Uttar Pradesh,361149,69780056,https://railway-stations-classification.pages.dev/
BDLN,Bordoloni,NSG6,NFR,TSK,Assam,60087,4891939,https://railway-stations-classification.pages.dev/
BDM,BADAMI,NSG5,SWR,UBL,Karnataka,314800,45177097,https://railway-stations-classification.pages.dev/
BDMA,Budhma,NSG6,ECR,SPJ,Bihar,43085,1549095,https://railway-stations-classification.pages.dev/
BDME,BAIDHYANATHDHAM,NSG5,ER,ASN,Jharkhand,599001,14898940,https://railway-stations-classification.pages.dev/
BDMJ,BHODWAL MAJRI,NSG6,NR,DLI,Haryana,205610,8791863,https://railway-stations-classification.pages.dev/
BDN,BHADAN,NSG6,NCR,PRYJ,Uttar Pradesh,81507,2676405,https://railway-stations-classification.pages.dev/
BDNK,Bodinayakkanur,NSG5,SR,MDU,Tamil Nadu,61008,20479954,https://railway-stations-classification.pages.dev/
BDNP,BIDANPUR,NSG6,NCR,PRYJ,Uttar Pradesh,1432,68125,https://railway-stations-classification.pages.dev/
BDO,Bahalda Road,NSG6,SER,CKP,Odisha,126843,1304695,https://railway-stations-classification.pages.dev/
BDPK,BUDHAPANK,NSG6,ECoR,KUR,Odisha,13900,646855,https://railway-stations-classification.pages.dev/
BDPL,BANDARUPALLE,NSG6,SCR,GNT,Andhra Pradesh,7123,266805,https://railway-stations-classification.pages.dev/
BDRI,BHADRAULI,NSG6,NCR,AGC,Uttar Pradesh,2025,39250,https://railway-stations-classification.pages.dev/
BDRL,Byadarahalli,NSG6,SWR,MYS,Karnataka,32252,545040,https://railway-stations-classification.pages.dev/
BDRN,Bhadran,NSG6,WR,VADODARA,Gujarat,0,0,https://railway-stations-classification.pages.dev/
BDS,Baradighi,NSG6,NFR,APDJ,West Bengal,17983,428830,https://railway-stations-classification.pages.dev/
BDTS,Bandra Terminus,NSG2,WR,MUMBAI,Maharashtra,6590652,4769595093,https://railway-stations-classification.pages.dev/
BDU,BADNAPUR,NSG6,SCR,NED,Maharashtra,73454,2489001,https://railway-stations-classification.pages.dev/
BDUA,Basudeopur Chandail,NSG6,ECR,SEE,Bihar,31583,842610,https://railway-stations-classification.pages.dev/
BDVR,BODDAVARA,NSG6,ECoR,WAT,Andhra Pradesh,781,44655,https://railway-stations-classification.pages.dev/
BDVT,Bhadravathi,NSG5,SWR,MYS,Karnataka,796109,78935302,https://railway-stations-classification.pages.dev/
BDW,Bandanwara,NSG6,NWR,AII,Rajasthan,26746,1224000,https://railway-stations-classification.pages.dev/
BDWA,Badhwabara,NSG6,SECR,BSP,Madhya Pradesh,13152,386495,https://railway-stations-classification.pages.dev/
BDWD,Bodwad,NSG6,CR,BSL,Maharashtra,132276,8576092,https://railway-stations-classification.pages.dev/
BDWL,BIRADHWAL,NSG6,NWR,BKN,Rajasthan,19346,1120860,https://railway-stations-classification.pages.dev/
BDWS,BADARWAS,NSG6,WCR,BPL,Madhya Pradesh,80994,6107079,https://railway-stations-classification.pages.dev/
BDXT,BASAI DHANKOT,NSG6,NR,DLI,Haryana,101846,2399590,https://railway-stations-classification.pages.dev/
BDXX,BODEARAPUR,NSG6,ECoR,WAT,Chhattisgarh,382,26145,https://railway-stations-classification.pages.dev/
BDY,Buddireddippatti,NSG6,SR,SA,Tamil Nadu,35701,1161350,https://railway-stations-classification.pages.dev/
BE,BAREILLYJN,NSG2,NR,MB,Uttar Pradesh,5627598,1234761316,https://railway-stations-classification.pages.dev/
BEA,Bihiya,NSG5,ECR,DNR,Bihar,627437,59851103,https://railway-stations-classification.pages.dev/
BEAS,BEAS Jn,NSG3,NR,FZR,Punjab,1126689,434784466,https://railway-stations-classification.pages.dev/
BEB,BELDANGA,NSG4P,ER,SDAH,West Bengal,2190338,44875531,https://railway-stations-classification.pages.dev/
BED,BASERI,NSG6,NCR,AGC,Rajasthan,0,0,https://railway-stations-classification.pages.dev/
BEDM,BEDHAM,NSG6,NCR,AGC,Rajasthan,17830,985434,https://railway-stations-classification.pages.dev/
BEF,Bhupadeopur,NSG6,SECR,BSP,Chhattisgarh,47001,1182075,https://railway-stations-classification.pages.dev/
BEG,BEHTAGOKAL,NSG6,NR,MB,Uttar Pradesh,7989,152160,https://railway-stations-classification.pages.dev/
BEH,Bagdehi,NSG6,SER,CKP,Odisha,71932,3184059,https://railway-stations-classification.pages.dev/
BEHI,Bennehalli,NSG6,SWR,MYS,Karnataka,6649,178615,https://railway-stations-classification.pages.dev/
BEHJ,BEHAJ,NSG6,NCR,AGC,Rajasthan,4116,193841,https://railway-stations-classification.pages.dev/
BEHR,BEOHARI,NSG5,WCR,JBP,Madhya Pradesh,260033,31533083,https://railway-stations-classification.pages.dev/
BEHS,Bihar Sharif,NSG5,ECR,DNR,Bihar,572352,92046153,https://railway-stations-classification.pages.dev/
BEJ,BENIGANJ,NSG6,NR,MB,Uttar Pradesh,36822,1103810,https://railway-stations-classification.pages.dev/
BEK,BUNDKI,NSG6,NR,MB,Uttar Pradesh,18031,657135,https://railway-stations-classification.pages.dev/
BELA,Bela,NSG5,ECR,DNR,Bihar,320766,10422152,https://railway-stations-classification.pages.dev/
BELD,BELKHERA,NSG6,WCR,JBP,Madhya Pradesh,9231,348490,https://railway-stations-classification.pages.dev/
BEM,Badaun,NSG5,NER,IZN,Uttar Pradesh,1838969,67817124,https://railway-stations-classification.pages.dev/
BENA,Belonia,NSG6,NFR,LMG,Tripura,281316,4545530,https://railway-stations-classification.pages.dev/
BEO,BIROHI,NSG6,NCR,PRYJ,Uttar Pradesh,3481,129935,https://railway-stations-classification.pages.dev/
BEP,BHEER PUR,NSG6,NCR,PRYJ,Uttar Pradesh,14551,292655,https://railway-stations-classification.pages.dev/
BER,Beawar,NSG4,NWR,AII,Rajasthan,886215,151418000,https://railway-stations-classification.pages.dev/
BERO,Bero,NSG6,SER,ADRA,West Bengal,495999,4141144,https://railway-stations-classification.pages.dev/
BES,Bes,NSG6,ECR,DHN,Jharkhand,3849,123915,https://railway-stations-classification.pages.dev/
BET,BARETH,NSG6,WCR,BPL,Madhya Pradesh,30557,1568893,https://railway-stations-classification.pages.dev/
BEU,Bisheshwarganj,NSG6,NER,LJN,Uttar Pradesh,92945,2339295,https://railway-stations-classification.pages.dev/
BEY,"BUGGANAPALLE CEMENT
 NAGAR",NSG6,SCR,GTL,Andhra Pradesh,2755,202451,https://railway-stations-classification.pages.dev/
BFD,Borhat,NSG6,NFR,TSK,Assam,131162,5593885,https://railway-stations-classification.pages.dev/
BFP,BILOCHPURA,NSG6,NCR,AGC,Uttar Pradesh,2874,105691,https://railway-stations-classification.pages.dev/
BFPA,Bhopatpura,NSG6,NER,IZN,Uttar Pradesh,235885,4041735,https://railway-stations-classification.pages.dev/
BFR,Bekal Fort (FLAG),NSG4,SR,PGT,Kerala,114284,3202098,https://railway-stations-classification.pages.dev/
BFT,BHABTA,NSG6,ER,SDAH,West Bengal,328645,4534395,https://railway-stations-classification.pages.dev/
BG,BHONGIR,NSG5,SCR,SC,Telangana,469376,31983511,https://railway-stations-classification.pages.dev/
BGA,Bagalia,NSG6,SER,ADRA,West Bengal,44808,729020,https://railway-stations-classification.pages.dev/
BGAN,Bangain,NSG6,NER,LJN,Uttar Pradesh,210311,2945875,https://railway-stations-classification.pages.dev/
BGBI,Bogribari,NSG6,NFR,RNY,Assam,0,0,https://railway-stations-classification.pages.dev/
BGBR,BAGBAHRA,NSG5,ECoR,SBP,Chhattisgarh,205519,16574876,https://railway-stations-classification.pages.dev/
BGD,BARA GUDHA,NSG6,NWR,BKN,Haryana,129407,3260460,https://railway-stations-classification.pages.dev/
